"","run","predBiomass","herbBiomass","invBiomass","pred5Biomass","herb5Biomass","predProd","herbProd","invProd","fpredProd","fherbProd","totProd","totfProd","totBiomass","tot5Biomass","shape"
"100",100,63.646513871355,24.1543892510692,17.0833633245948,62.8795367854523,23.3424830183124,56.2596237447597,10.9000000000001,211.198612237896,44.3719771683217,6.16523015577907,67.1596237447597,50.5372073241008,87.8009031224242,86.2220198037647,"all_small"
"101",101,62.9282493866333,23.8266842672439,17.025324903087,62.1616794643271,23.0138801367103,55.9398811034539,10.9000000000001,210.506394526584,44.0757847977464,6.13529616928576,66.839881103454,50.2110809670322,86.7549336538772,85.1755596010374,"all_small"
"102",102,62.9315887129103,23.7181062041487,17.0586173657447,62.1661395880011,22.9056670348835,56.2403232769345,10.9000000000001,211.14627527624,44.3602907657797,6.13008821757655,67.1403232769346,50.4903789833563,86.649694917059,85.0718066228846,"all_small"
"103",103,62.9357568765597,23.6137353957517,17.0883917845873,62.1712968819198,22.801540313432,56.5086952418508,10.9,211.717786410254,44.6143672535674,6.12458037149612,67.4086952418508,50.7389476250635,86.5494922723115,84.9728371953519,"all_small"
"104",104,60.3580603880666,24.3453363189783,16.7915437006815,59.5716139508639,23.5204506685192,53.0803372080003,10.9000000000001,204.388649678293,41.0981197372509,6.08515847284524,63.9803372080004,47.1832782100961,84.7033967070449,83.0920646193831,"all_small"
"105",105,60.3560989539531,24.2244585656388,16.8208196522896,59.5707281512151,23.3997697998004,53.3424349493406,10.9000000000001,204.946525349289,41.3460583674128,6.07852178077771,64.2424349493408,47.4245801481905,84.5805575195918,82.9704979510154,"all_small"
"106",106,60.3555779521458,24.1079408249079,16.8470508688889,59.5711571097683,23.2833363490157,53.5768461049478,10.9000000000001,205.44539314878,41.5677331898279,6.07161632736716,64.476846104948,47.639349517195,84.4635187770537,82.854493458784,"all_small"
"107",107,59.977878690305,24.0671290459134,16.7946899801787,59.1930057210225,23.2426071950027,53.2208325219051,10.8999999999999,204.681901742456,41.236525661671,6.06738918664947,64.120832521905,47.3039148483205,84.0450077362184,82.4356129160252,"all_small"
"108",108,59.9771035122874,23.9531130453411,16.8244400515042,59.1933075166125,23.1288525334382,53.4865688198476,10.9000000000001,205.247629607725,41.4877992552326,6.06145652748323,64.3865688198477,47.5492557827158,83.9302165576285,82.3221600500507,"all_small"
"109",109,59.9775757823128,23.8432059053114,16.8510833127072,59.1947309627743,23.0190920090277,53.7241638407677,10.9000000000001,205.753374401868,41.7123953151734,6.05523236207592,64.6241638407678,47.7676276772493,83.8207816876241,82.213822971802,"all_small"
"110",110,59.3821770708493,23.5311682175032,16.8078184196018,58.5999449933656,22.7063899856625,53.506792755226,10.9000000000001,205.280853335776,41.5140260732104,6.02793886062008,64.4067927552261,47.5419649338305,82.9133452883525,81.3063349790281,"all_small"
"111",111,59.3830140200384,23.4302182970962,16.8383592311535,58.6018624441208,22.6058242683672,53.7787782234622,10.8999999999999,205.860077058216,41.771053275522,6.02334086259454,64.6787782234621,47.7943941381165,82.8132323171346,81.207686712488,"all_small"
"112",112,59.3848174586396,23.3328791467969,16.8656882272422,58.6046202286602,22.5087500805608,54.0218339607852,10.8999999999999,206.377626516932,42.0006828360292,6.018404680182,64.9218339607851,48.0190875162112,82.7176966054364,81.113370309221,"all_small"
"113",113,57.6113264007273,23.93177496755,16.6430317969141,56.8129863095606,23.0957604474862,51.3560100768665,10.9,200.681295463883,39.2693944445999,5.97409129463196,62.2560100768665,45.2434857392319,81.5431013682773,79.9087467570468,"all_small"
"114",114,57.6076832489471,23.8196901115635,16.6704262027738,56.8103801379878,22.983907450898,51.5983635879053,10.9000000000001,201.197125287084,39.4981942019538,5.9681412368827,62.4983635879054,45.4663354388365,81.4273733605106,79.7942875888858,"all_small"
"115",115,57.6055364492618,23.7113768168927,16.6949791454223,56.8091497630108,22.8757141536771,51.8151706766379,10.9,201.658507409214,39.7028074624721,5.96188502426649,62.7151706766378,45.6646924867386,81.3169132661545,79.6848639166879,"all_small"
