"","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10"
"422",0.05,0,0.1,0.7,0.8,1,1,1,1,1
"423",0.05,0,0.1,0.7,0.9,1,1,1,1,1
"424",0.05,0,0.1,0.7,1,1,1,1,1,1
"425",0.05,0,0.1,0.8,0.5,1,1,1,1,1
"426",0.05,0,0.1,0.8,0.6,1,1,1,1,1
"427",0.05,0,0.1,0.8,0.7,1,1,1,1,1
"428",0.05,0,0.1,0.8,0.8,1,1,1,1,1
"429",0.05,0,0.1,0.8,0.9,1,1,1,1,1
"430",0.05,0,0.1,0.8,1,1,1,1,1,1
"431",0.05,0,0.1,0.9,0.5,1,1,1,1,1
"432",0.05,0,0.1,0.9,0.6,1,1,1,1,1
"433",0.05,0,0.1,0.9,0.7,1,1,1,1,1
"434",0.05,0,0.1,0.9,0.8,1,1,1,1,1
"435",0.05,0,0.1,0.9,0.9,1,1,1,1,1
"436",0.05,0,0.1,0.9,1,1,1,1,1,1
"437",0.05,0,0.1,1,0.5,1,1,1,1,1
"438",0.05,0,0.1,1,0.6,1,1,1,1,1
"439",0.05,0,0.1,1,0.7,1,1,1,1,1
"440",0.05,0,0.1,1,0.8,1,1,1,1,1
"441",0.05,0,0.1,1,0.9,1,1,1,1,1
"442",0.05,0,0.1,1,1,1,1,1,1,1
"443",0.05,0,0.2,0.5,0.5,1,1,1,1,1
"444",0.05,0,0.2,0.5,0.6,1,1,1,1,1
"445",0.05,0,0.2,0.5,0.7,1,1,1,1,1
"446",0.05,0,0.2,0.5,0.8,1,1,1,1,1
"447",0.05,0,0.2,0.5,0.9,1,1,1,1,1
"448",0.05,0,0.2,0.5,1,1,1,1,1,1
"449",0.05,0,0.2,0.6,0.5,1,1,1,1,1
"450",0.05,0,0.2,0.6,0.6,1,1,1,1,1
"451",0.05,0,0.2,0.6,0.7,1,1,1,1,1
"452",0.05,0,0.2,0.6,0.8,1,1,1,1,1
"453",0.05,0,0.2,0.6,0.9,1,1,1,1,1
"454",0.05,0,0.2,0.6,1,1,1,1,1,1
"455",0.05,0,0.2,0.7,0.5,1,1,1,1,1
"456",0.05,0,0.2,0.7,0.6,1,1,1,1,1
"457",0.05,0,0.2,0.7,0.7,1,1,1,1,1
"458",0.05,0,0.2,0.7,0.8,1,1,1,1,1
"459",0.05,0,0.2,0.7,0.9,1,1,1,1,1
"460",0.05,0,0.2,0.7,1,1,1,1,1,1
"461",0.05,0,0.2,0.8,0.5,1,1,1,1,1
"462",0.05,0,0.2,0.8,0.6,1,1,1,1,1
"463",0.05,0,0.2,0.8,0.7,1,1,1,1,1
"464",0.05,0,0.2,0.8,0.8,1,1,1,1,1
"465",0.05,0,0.2,0.8,0.9,1,1,1,1,1
"466",0.05,0,0.2,0.8,1,1,1,1,1,1
"467",0.05,0,0.2,0.9,0.5,1,1,1,1,1
"468",0.05,0,0.2,0.9,0.6,1,1,1,1,1
"469",0.05,0,0.2,0.9,0.7,1,1,1,1,1
"470",0.05,0,0.2,0.9,0.8,1,1,1,1,1
"471",0.05,0,0.2,0.9,0.9,1,1,1,1,1
"472",0.05,0,0.2,0.9,1,1,1,1,1,1
"473",0.05,0,0.2,1,0.5,1,1,1,1,1
"474",0.05,0,0.2,1,0.6,1,1,1,1,1
"475",0.05,0,0.2,1,0.7,1,1,1,1,1
"476",0.05,0,0.2,1,0.8,1,1,1,1,1
"477",0.05,0,0.2,1,0.9,1,1,1,1,1
"478",0.05,0,0.2,1,1,1,1,1,1,1
"479",0.1,0,0.1,0.8,0.8,1,1,1,1,1
"480",0.1,0,0.1,0.8,0.9,1,1,1,1,1
"481",0.1,0,0.1,0.8,1,1,1,1,1,1
"482",0.1,0,0.1,0.9,0.8,1,1,1,1,1
"483",0.1,0,0.1,0.9,0.9,1,1,1,1,1
"484",0.1,0,0.1,0.9,1,1,1,1,1,1
"485",0.1,0,0.1,1,0.8,1,1,1,1,1
"486",0.1,0,0.1,1,0.9,1,1,1,1,1
"487",0.1,0,0.1,1,1,1,1,1,1,1
"488",0,0.7,0.2,0.05,0.2,1,0.2,0.2,0.2,0
"489",0,0.7,0.2,0.05,1,0.2,0.2,0.2,0.2,0
"490",0,0.8,0.2,0.05,0.2,0.2,0.2,0.2,1,0
"491",0,0.8,0.2,0.05,0.2,0.2,0.2,1,0.2,0
"492",0,0.8,0.2,0.05,0.2,0.2,1,0.2,1,0
"493",0,0.8,0.2,0.05,0.2,1,0.2,0.2,0.2,0
"494",0,0.8,0.2,0.05,1,0.2,0.2,0.2,0.2,0
"495",0,0.9,0.2,0.05,0.2,0.2,0.2,0.2,1,0
"496",0,0.9,0.2,0.05,0.2,0.2,0.2,1,0.2,0
"497",0,0.9,0.2,0.05,0.2,0.2,1,0.2,1,0
"498",0,0.9,0.2,0.05,0.2,1,0.2,0.2,0.2,0
"499",0,0.9,0.2,0.05,1,0.2,0.2,0.2,0.2,0
"500",0,0.9,0.2,0.1,0.2,0.2,0.2,0.2,1,0
